"","Unnamed: 0","Unnamed: 0.1","tweetID","tweetText","tweetRetweetCt","tweetFavoriteCt","tweetSource","tweetCreated","userID","userScreen","userName","userCreateDt","clean text","text length","Sentiment Analysis","pos_count","neg_count"
"2502","2502","6069","1497523082835238914","2617

フォローバックありがとうございます。
#followme #sougofollow #followback #相互フォロー","0.0","0.0","Twitter Web App","2022-02-26 10:45:00+00:00","1.0673793987209462e+18","Gemini_mobily","Gemini mobily #⃣相互フォロー","2018-11-27 11:27:34+00:00","2617 フォローバックありがとうございます     相互フォロー","33","neutral","0","0"
"2503","2503","6070","1497522831164260354","Glosa @mareksvehla: „Obránci Ukrajiny mají mobily a sociální sítě jsou plné svědectví, v zemi je také stále dost novinářů. Díky tomu je patrné, že Ukrajina odolává agresi výrazně víc, než mnozí s pohledem na ohromnou koncentraci ruské armády očekávali.“ 👏 https://t.co/JxZWQuU9Kn","5.0","135.0","TweetDeck","2022-02-26 10:44:00+00:00","63439837.0","RESPEKT_CZ","Týdeník Respekt","2009-08-06 10:25:04+00:00","Obrá   mají  sociální sítě  plné svědectví   také stá   novinářů Dí    patrné ž   odolává  výrazně ví  než mnozí     ruské armá  očeká","136","neutral","0","0"
"2504","2504","6072","1497517528247115776","@Mobily كانت موبايلي ممتازه قبل بس الحين لكم كم شهر لاعبين لعب في باقات الانترنت معقوله تنتهي البيانات عندي في وقت قياسي وانا استخدامي بسيط جدا واساسا السوشيال ميديا مفتوحه ف كيف تخلص ال 20 GB؟
المشكله هذي حتى مع زوجتي وبنتي افضل حل رفع شكوى عليكم
@CITC_SA شوفو لنا حل مع موبايلي","0.0","0.0","Twitter for Android","2022-02-26 10:22:55+00:00","2675165622.0","alijassimphoto","علي جاسم العبيدي","2014-07-23 21:20:41+00:00","ممتازه الحين شهر لاعبين لعب باقات الانترنت معقوله تنتهي البيانات عندي وقت قياسي وانا استخدامي بسيط جدا واساسا السوشيال ميديا مفتوحه تخلص ال 20  المشكله زوجتي وبنتي افضل حل رفع شكوي شوفو حل","188","negative","2","0"
"2505","2505","6073","1497516446074740736","@Splachnutej @oIilj5kc6sTTF2a Jen jestli. Pokud neměli kde nabíjet mobily...","0.0","2.0","Twitter Web App","2022-02-26 10:18:37+00:00","9.488803829083382e+17","ales___1","ales","2018-01-04 11:34:47+00:00","nemě   nabí","15","neutral","0","0"
"2506","2506","6074","1497515801422831616","@Fbeyeee Netušili kde jsou, protože jejich mobily nemají satelitní geolokaci že tři samostatných siti","0.0","0.0","Twitter Web App","2022-02-26 10:16:04+00:00","2375255846.0","VirtualSkiper","Virtual Skiper","2014-03-06 11:55:27+00:00","Netuš    protož    nemají satelitní  ž  tř  samostatný","54","neutral","0","0"
"2507","2507","6077","1497515621411692553","Ukrajinští manželé pracující v polském Těšíně vyhlížejí u hraničního plotu své dvě dcery. Jsou někde na cestě, pěšky 20 km k hranici. Kontakt s nimi nemají, mobily se asi vybily. “Cítíme vztek, smutek, strach, jsme prostě nas…,” říkají. https://t.co/R8AqNNE3Rh","0.0","17.0","Twitter for iPhone","2022-02-26 10:15:21+00:00","2951301795.0","HarzerF","Filip Harzer","2014-12-30 15:49:14+00:00","Ukrajinští manželé pracující polské  Těšíně vyhlížejí hraniční   své dvě   ně   cestě pěš  20     nemají     Cítí      prostě  říkají","133","neutral","0","0"
"2508","2508","6078","1497514354845102084","@Mobily ولا قدرت اتواصل مع الموظف","0.0","0.0","Twitter for iPhone","2022-02-26 10:10:19+00:00","1.0891550733960847e+18","abedy12121","abedy1212","2019-01-26 13:36:19+00:00","قدرت اتواصل الموظف","18","neutral","0","0"
"2509","2509","6079","1497514310398001152","@Mobily عندي مشكله ف الشريحه","0.0","0.0","Twitter for iPhone","2022-02-26 10:10:08+00:00","1.0891550733960847e+18","abedy12121","abedy1212","2019-01-26 13:36:19+00:00","عندي مشكله الشريحه","18","negative","0","0"
"2510","2510","6080","1497513712982183938","@Mobily الاجابة الصحيحه هي  : ستة 

بالتوفيق للجميع 🙏✨
@mizzi_ii 
https://t.co/EmQrsc7i7H https://t.co/WFXd4gB9Xm","1.0","1.0","Twitter for Android","2022-02-26 10:07:46+00:00","8.297197939808297e+17","mizzi_ii","| الشهري ابو مازن | 2023#","2017-02-09 15:53:09+00:00","الاجابه الصحيحه بالتوفيق للجميع","31","neutral","0","1"
"2511","2511","6081","1497512568889520140","@Mobily النخله
الصقر
الفرس العربي
المجلس
الفنجان
وعددهم ٥

..
..
..

#يوم_التاسيس https://t.co/zlxanu5gCL","1.0","1.0","Twitter for Android","2022-02-26 10:03:13+00:00","9.580799714565816e+17","F90_1S","📸𝙖𝙗𝙤 𝙠𝙝𝙖𝙡𝙚𝙙🇺🇦","2018-01-29 20:50:40+00:00","النخله الصقر الفرس العربي المجلس الفنجان وعددهم التاسيس","55","neutral","0","1"
"2512","2512","6082","1497512305302593539","@Mobily الاجابة : ستة 🤍🤍🤍🤍 https://t.co/vapYlWRcDq","0.0","0.0","Twitter for Android","2022-02-26 10:02:10+00:00","1.497467759399252e+18","avasom7","امواج هادئة 🌸","2022-02-26 07:05:19+00:00","الاجابه","7","neutral","0","0"
"2513","2513","6083","1497511480316547072","@ZainKSA 
@Mobily 

لحظه باقي اشوف عروض @stc_ksa  
الى الان اشوف شريحه زين شباب احدى باقاتها مناسبه نوعا ماء .","0.0","0.0","Twitter for iPhone","2022-02-26 09:58:53+00:00","549667829.0","slom_015","عبدالسلام الشيحي","2012-04-10 00:30:08+00:00","لحظه باقي اشوف عروض اشوف شريحه زين شباب احدي باقاتها مناسبه نوعا ماء","68","neutral","0","1"
"2514","2514","6084","1497510464091213826","@Mobily السلام عليكم ورحمة الله وبركاته
مسدد الفاتورة و تم قفل الخط مؤقتا","0.0","0.0","Twitter for Android","2022-02-26 09:54:51+00:00","882990168.0","ata407","~ Ata407 ~","2012-10-15 19:47:45+00:00","ورحمه الله مسدد الفاتوره قفل الخط مؤقتا","39","neutral","0","0"
"2515","2515","6085","1497508829789147137","@slom_015 مرحبا عبدالسلام يمكنك الاطلاع على خدمة باقة 360 او 220 او 180 او 150 او 110 او 75 او 30 او الاسبوعية او اليومية عبر الضغط هنا https://t.co/5J8GzqaJL3 طاب يومك","0.0","0.0","Sprinklr Publishing","2022-02-26 09:48:22+00:00","116666827.0","Mobily1100","رعاية العملاء","2010-02-23 06:49:32+00:00","مرحبا عبدالسلام يمكنك الاطلاع خدمه باقه 360 220 180 150 110 75 30 الاسبوعيه اليوميه عبر الضغط طاب يومك","102","neutral","0","1"
"2516","2516","6086","1497507983323897856","フォローバックいただきありがとうございます。
#followme #sougofollow #followback #相互フォロー 

2616","1.0","0.0","Twitter Web App","2022-02-26 09:45:00+00:00","1.0673793987209462e+18","Gemini_mobily","Gemini mobily #⃣相互フォロー","2018-11-27 11:27:34+00:00","フォローバックいただきありがとうございます     相互フォロー 2616","37","neutral","0","0"
"2517","2517","6087","1497506278498869248","@jawwy انا عندي جوي اكثر من سنتين و باقه ١٥٠ تغيرت بغير شريحه جوي وقاعد اسال عن الاشتراكات موبايلي و زين واي اي سي

@Mobily 
@ZainKSA","0.0","0.0","Twitter for iPhone","2022-02-26 09:38:13+00:00","549667829.0","slom_015","عبدالسلام الشيحي","2012-04-10 00:30:08+00:00","انا عندي جوي سنتين باقه ١٥٠ تغيرت بغير شريحه جوي وقاعد اسال الاشتراكات زين واي سي","81","neutral","0","0"
"2518","2518","6088","1497505521569566723","@Mobily متى تبداء دوامات الفروع يوم السبت وهل الدوام متواصل الظهر او يغلق","0.0","0.0","Twitter for iPhone","2022-02-26 09:35:13+00:00","1.219734638844838e+18","norh88959398","norh","2020-01-21 21:33:20+00:00","تبداء دوامات الفروع السبت وهل الدوام متواصل الظهر يغلق","54","neutral","0","1"
"2519","2519","6089","1497505389612519427","Lidé na Ukrajině natáčí na mobily hrůzy téhle války. Sdílí se to po celém světě. Po tomhle už v Rusku Putin a spol. nemůžou dál existovat.","0.0","0.0","Twitter for Android","2022-02-26 09:34:41+00:00","1.0855497936304088e+18","HBorcova","HelenB Peace for All 🕊️","2019-01-16 14:50:14+00:00","Lidé  Ukrajině natáčí   hrů  té  vá  Sdílí    celé  světě   už    nemůž  dá","75","neutral","0","0"
"2520","2520","6090","1497504777764323328","@Mobily انا كنت في زين ولعب علي الشيطان ورميت نفسي للتهلكه نصيحه من مجرب قسم بالله دخول الحمام ماهو زي خروجه انتبهو من يوم تنقل عندهم حتى وجه ماعاد يعطونك كل شوي وانا ارفع شكوى ولاحياة لمن تنادي  والاحد انشالله بارفع شكوى لهيئه الاتصالات مانفع بيني وبينهم المحكمه التجاريه واطالبهم بتعويض","0.0","0.0","Twitter for Android","2022-02-26 09:32:15+00:00","8.339272946872525e+17","sIpLKTDVw6FhOzf","epraheem.pen.ali","2017-02-21 06:32:15+00:00","انا كنت زين ولعب علي الشيطان ورميت نفسي للتهلكه نصيحه مجرب قسم بالله دخول الحمام ماهو زي خروجه انتبهو تنقل عندهم وجه ماعاد يعطونك شوي وانا ارفع شكوي ولاحياه لمن تنادي والاحد انشالله بارفع شكوي لهيئه الاتصالات مانفع بيني وبينهم المحكمه التجاريه واطالبهم بتعويض","259","negative","0","1"
"2521","2521","6091","1497503260697104384","@Hussain_alSaeed اهلا نرجو إستخدام رابط متجر موبايلي للشحن 
https://t.co/9qfFPYov4k 
اختر سداد / شحن . ومن ثم ادخل البيانات . 
طاب يومك .","0.0","0.0","Sprinklr Publishing","2022-02-26 09:26:14+00:00","116666827.0","Mobily1100","رعاية العملاء","2010-02-23 06:49:32+00:00","اهلا نرجو استخدام رابط متجر للشحن اختر سداد شحن ادخل البيانات طاب يومك","70","neutral","0","0"
"2522","2522","6093","1497502375967404036","@justuseer1 @CITC_SA @Mobily لايوجد تغطيه في #حي_المهديه رفعنا بلاغات ولايوجد استجابه نرجو منكم زيارة الحي وزيادة الابراج شاكرين لكم تجاوبكم","2.0","0.0","Twitter for iPhone","2022-02-26 09:22:43+00:00","2943614054.0","BunMoh","Moh.bun.fahad","2014-12-26 06:38:57+00:00","لايوجد تغطيه حي المهديه رفعنا بلاغات ولايوجد استجابه نرجو منكم الحي وزياده الابراج شاكرين تجاوبكم","97","negative","0","0"
"2523","2523","6094","1497502148019564544","@Mobily @Nourah_Buarkah يرجى الاجابه والافادة","0.0","0.0","Twitter for iPhone","2022-02-26 09:21:48+00:00","1.4548548390794076e+18","AlbadrJewelery","ALbadr jewelery .","2021-10-31 16:56:46+00:00","يرجي الاجابه والافاده","21","neutral","0","0"
"2524","2524","6096","1497501231538913281","Ruská propaganda by možná byla účinná v době, kdy byl nejrozšířenějším médiem tisk a rozhlas.

Nikoliv v době, kdy drtivá většina lidí disponuje mobily, které dokážou zachytit a sdílet zločiny, za než bude Putin se svými zrůdami pykat před tribunálem v Haagu.","0.0","22.0","Twitter for Android","2022-02-26 09:18:10+00:00","1.1293247733964228e+18","Terezmije","Terezie Sekáčová 🇺🇦","2019-05-17 09:56:22+00:00","Ruská    možná  účinná době   nejrozšířenější  mé     době  drtivá větš  lidí   které dokáž   sdí  zloč   než    svý  zrů   př  tribuná","135","neutral","0","0"
"2525","2525","6097","1497500168404586497","@tii0_00 @Mobily و @stc_ksa يجيبون شركات ويتعاقدون معاها و الشركات توظف اجانب برواتب قليلة واذا وظفوا سعوديين فهو عشان السعوده و النطاقات... عشان كذا الأجانب كثير في الشركات هذي و السعودي يروح يدور له شغل في مكان ثاني لو يشتغل سواق و توصيل طلبات وهذا توجه الوزاره و معالي وزير الاجانب","0.0","3.0","Twitter for Android","2022-02-26 09:13:57+00:00","1.479571935382188e+18","Mma120588","space 88","2022-01-07 21:53:50+00:00","يجيبون شركات ويتعاقدون معاها الشركات توظف اجانب برواتب قليله واذا وظفوا سعوديين فهو عشان السعوده النطاقات عشان الاجانب كثير الشركات السعودي يروح يدور شغل مكان يشتغل سواق توصيل طلبات وهذا توجه الوزاره معالي وزير الاجانب","218","neutral","1","0"
"2526","2526","6098","1497499941236842498","@CITC_withU @Mobily @Mobily1100 الموقع دخلته وتصعيد شكوى يطلب مني "" رقم الشكوى"" سبق وان طلبته منهم ويصرفوني قبل ساعة بالتمام اتصلت عطوني رقم شكوى وادخلته وطلع خطا ؟! طيب كيف اسوي تصعيد شكوى بدونه","0.0","0.0","Twitter for iPhone","2022-02-26 09:13:02+00:00","466801901.0","z10z10","Eng. Fahad","2012-01-17 20:17:33+00:00","الموقع دخلته وتصعيد شكوي يطلب مني رقم الشكوي سبق طلبته منهم ويصرفوني ساعه بالتمام اتصلت عطوني رقم شكوي وادخلته وطلع خطا طيب اسوي تصعيد شكوي بدونه","145","negative","0","0"
"2527","2527","6099","1497497320589561858","@z10z10 @Mobily @z10z10 
حياك الله أ. فهد،  شكرًا على مشاركتنا شكواك، وسيباشر مقدم الخدمة @Mobily1100 حل مشكلتك، وفي حال عدم التجاوب، يمكنك رفع طلب التصعيد بزيارة الموقع الإلكتروني : 
https://t.co/rukJIERZpQ","0.0","0.0","Hootsuite Inc.","2022-02-26 09:02:38+00:00","2509797846.0","CITC_withU","مــعكـ","2014-05-20 09:10:45+00:00","حياك الله فهد شكر مشاركتنا شكواك وسيباشر مقدم الخدمه حل مشكلتك حال التجاوب يمكنك رفع طلب التصعيد بزياره الموقع الالكتروني","121","neutral","0","0"
"2528","2528","6100","1497494304276815873","@CITC_withU ما عندي رقم الشكوى علشان اتشكي @Mobily رقمين طلعت بسمي فجأة بعام 2020 وعليهم فواتير من 2014 وسددتها لاني احتجت ضروري اطلع اسمي من سمة بسببهم والحين لي سنتين بعد التسديد ما شالوا لا اسمي ولا المديونية مع زيارتي لهم واثبات لهم الف مره بالادلة اني سددت حدث العقل بما يعقل","0.0","0.0","Twitter for iPhone","2022-02-26 08:50:38+00:00","466801901.0","z10z10","Eng. Fahad","2012-01-17 20:17:33+00:00","عندي رقم الشكوي علشان اتشكي رقمين طلعت بسمي فجاه بعام 2020 وعليهم فواتير 2014 وسددتها لاني احتجت ضروري اطلع اسمي سمه بسببهم والحين سنتين التسديد شالوا اسمي المديونيه زيارتي واثبات مره بالادله اني سددت حدث العقل يعقل","215","negative","0","2"
"2529","2529","6101","1497492632062377984","2615

フォローバックありがとうございます。
#followme #sougofollow #followback #相互フォロー","0.0","0.0","Twitter Web App","2022-02-26 08:44:00+00:00","1.0673793987209462e+18","Gemini_mobily","Gemini mobily #⃣相互フォロー","2018-11-27 11:27:34+00:00","2615 フォローバックありがとうございます     相互フォロー","33","neutral","0","0"
"2530","2530","6102","1497488726137659394","@YPerebyinis Toto je ta""denacifikace"" a ""demilitarizace""?
Tohle by lěli dostat Anonymous na PC a mobily Rusů.","0.0","5.0","Twitter Web App","2022-02-26 08:28:28+00:00","1.365954802941895e+18","Toms33073007","Tom Bělohlávek","2021-02-28 09:20:06+00:00","lě       Rusů","21","neutral","0","0"
"2531","2531","6103","1497483720898629638","@ZainHelpSA @McitGovSa @Mobily @ZainKSA ماعد فيها خلاص اتواصل على الخاص 

الوضوع لايطاق والله
انا احتاج الغي الخدمة والعقد الموقع بيننا .. بسبب سوء الG5 
وبسبب هذا الموضوع اعتقد الالتزام يسقط في كسر العقد https://t.co/E5ZGfkJoab","0.0","1.0","Twitter for iPhone","2022-02-26 08:08:35+00:00","527799934.0","alwadheh","المستشار  شادي ال واضح","2012-03-17 20:13:24+00:00","ماعد خلاص اتواصل الخاص الوضوع لايطاق والله انا احتاج الغي الخدمه والعقد الموقع بيننا سوء الG5 وبسبب الموضوع اعتقد الالتزام يسقط كسر العقد","137","negative","0","1"
"2532","2532","6104","1497478317003444231","Ti pitomci v Kremlu fakt nechápou, že lidi mají mobily s kamerama a dokumentují každou vteřinu ruské válečné zločiny. A oni budou pořád tvrdit, že zadní civilisti nebyli zabiti. Žádné rakety na civilní oblasti neposílají. Lol.","7.0","190.0","Twitter for iPhone","2022-02-26 07:47:07+00:00","9.2837888871936e+17","OndrejKania","Ondřej Kania","2017-11-08 21:49:10+00:00","nechá  ž   mají   dokumentují kaž  vteř  ruské válečné zloč    pořá   ž  zadní    Žádné   civilní  neposílají","114","neutral","0","0"
"2533","2533","6105","1497477532580564997","フォローバックいただきありがとうございます。
#followme #sougofollow #followback #相互フォロー 
2614","0.0","0.0","Twitter Web App","2022-02-26 07:44:00+00:00","1.0673793987209462e+18","Gemini_mobily","Gemini mobily #⃣相互フォロー","2018-11-27 11:27:34+00:00","フォローバックいただきありがとうございます     相互フォロー 2614","37","neutral","0","0"
"2534","2534","6106","1497476325950599173","@alwadheh @McitGovSa @Mobily @ZainKSA اعاني من نفس المشكله ولا يوجد رد من شركة زيين !!","0.0","1.0","Twitter for iPhone","2022-02-26 07:39:12+00:00","1.3118394483474063e+18","Mooha_118","Mooha 🎻 .","2020-10-02 01:24:42+00:00","اعاني المشكله يوجد رد شركه زيين","31","neutral","0","0"
"2535","2535","6107","1497473767039246344","@alwadheh @McitGovSa @Mobily @ZainKSA هلا وسهلا , تواصل معنا على الخاص بالرابط 📨 ولاتشيل هم 🌹 
https://t.co/tNdgFIb8Sa","0.0","0.0","RC Engage Digital EU","2022-02-26 07:29:02+00:00","37921712.0","ZainHelpSA","عناية المشتركين","2009-05-05 13:22:54+00:00","وسهلا تواصل معنا الخاص بالرابط ولاتشيل","38","neutral","0","0"
"2536","2536","6108","1497473443390017536","@JakubZelezny @CZ_NIC Na stolním PC je to pohoda, molodci vyřeší mobily. https://t.co/l1hfP14vDT","0.0","0.0","Twitter for Android","2022-02-26 07:27:45+00:00","1.1046475611163772e+18","Lubomr12663547","Lubomír 🇨🇿🐻","2019-03-10 07:37:56+00:00","stolní       vyřeší","21","neutral","0","0"
"2537","2537","6109","1497473370690142209","@Mobily
باقتي مفوترة ولا يتم اعادة الخط لي ٢٤ ساعة كمهلة.. لماذا؟!","0.0","0.0","Twitter for Android","2022-02-26 07:27:27+00:00","4309021642.0","DrQot","هنّو 🕊️","2015-11-28 16:42:50+00:00","باقتي مفوتره يتم الخط ٢٤ ساعه كمهله لماذا","41","neutral","0","0"
"2538","2538","6110","1497472898612838404","@Mobily عندي مشكله في الاتصال من شهر وما حصلتوا لها حل
اي رقم خارج الشبكه
 لا يستطيع الاتصال بي
يجيه ان رقمي غير صحيح
وكذلك الرسائل النصية
 لا توصلنل","0.0","0.0","Twitter for Android","2022-02-26 07:25:35+00:00","1.299921368004391e+18","Saad52536344","عُذِّب الْقَوَافِي","2020-08-30 04:06:46+00:00","عندي مشكله الاتصال شهر حصلتوا حل رقم خارج الشبكه يستطيع الاتصال يجيه رقمي صحيح وكذلك الرسائل النصيه توصلنل","106","neutral","0","1"
"2539","2539","6112","1497470559575285765","@Mobily النت والاتصال ضعيف جدا في حي تنال الرمال بالرياض بعد دوار العويضه ارجو منكم اتخاذ الاجراءات اللازمه وشكرا","0.0","0.0","Twitter for iPhone","2022-02-26 07:16:17+00:00","1.4818122842215752e+18","17Ohmfj4WizlxgJ","مشاري 2023","2022-01-14 02:16:29+00:00","النت والاتصال ضعيف جدا حي تنال الرمال بالرياض دوار العويضه ارجو منكم اتخاذ الاجراءات اللازمه وشكرا","98","negative","0","0"
"2540","2540","6113","1497468887339786243","@ChytraJako Já myslím, že mobily mít budou, spíš asi budou třeba české a slovenské předplacenky.","0.0","2.0","Twitter Web App","2022-02-26 07:09:39+00:00","1.37444564245862e+18","akavarny","Ajťačka v Mnichově","2021-03-23 19:39:20+00:00","Já myslí  ž   mí   spíš   tř  české slovenské př","48","neutral","0","0"
"2541","2541","6114","1497462493723209729","@Mobily جانى هذا العرض من باقه 75توافر رصيد وأرسلت الكود ولا يتم الاشتراك 6 0 https://t.co/iOCtu4nrWP","0.0","0.0","Twitter for Android","2022-02-26 06:44:14+00:00","1.4350043579682816e+18","Ahmed92137160","Ahmed","2021-09-06 22:18:17+00:00","جاني العرض باقه 75توافر رصيد وارسلت الكود يتم الاشتراك","54","neutral","0","0"
"2542","2542","6115","1497462433174089728","2613
フォローバックありがとうございます。
#followme #sougofollow #followback #相互フォロー","0.0","0.0","Twitter Web App","2022-02-26 06:44:00+00:00","1.0673793987209462e+18","Gemini_mobily","Gemini mobily #⃣相互フォロー","2018-11-27 11:27:34+00:00","2613 フォローバックありがとうございます     相互フォロー","33","neutral","0","0"
"2543","2543","6118","1497454331557261312","Vy co vozíte lidi od hranic, nepotrebujete postarší mobily pro ně?","10.0","16.0","Twitter for Android","2022-02-26 06:11:48+00:00","8.462452628425646e+17","ChytraJako","Chytrá jako rádio ±","2017-03-27 06:19:27+00:00","vozí      postarší   ně","26","neutral","0","0"
"2544","2544","6119","1497451123107586051","@SOS_projevu @ChytilTom1 @CZ_NIC Fašismus ODS, bravo démonokrati. ČT může lhát od rána do večera, ale vypnou se protinázory. Kdy vypnete signály pro mobily? Hovada kolaborantský. Amerika nařídí, loutečky splní. Jenže ten ukrofašismus má stejně útrum, blbouni.","0.0","2.0","Twitter for Android","2022-02-26 05:59:03+00:00","8.344120889153495e+17","MA3X8","MA3X  🇨🇿","2017-02-22 14:38:39+00:00","Faš    dé  Č  můž  lhá   rá   več     protiná     ná     kolaborantský  nařídí louteč  splní Jenž   ukrofaš  má stejně ú","120","neutral","0","0"
"2545","2545","6120","1497450674715607041","@mareksvehla @HanaLaskova Nachápu, proč u nich nefungují řetězové maily, proč se Západ nezaměří na informační diverzi, jak to dělají oni nám celé roky. Že by Rusi neměli mobily a počítače, soc.sítě?","0.0","0.0","Twitter for iPad","2022-02-26 05:57:16+00:00","9.572359100217056e+17","protalent4","Baron","2018-01-27 12:56:40+00:00","Nachá  proč   ují řetězové  proč  Zá  nezaměří  informační    dělají  ná  celé  Ž    nemě   počítač   sítě","106","neutral","0","0"
"2546","2546","6121","1497448038008344577","@Hussain0s0 ""الاسعار شاملة الضريبة"" ولمزيد من المعلومات زيارة https://t.co/00iAH3X0BY 
دمت بود","0.0","0.0","Sprinklr Publishing","2022-02-26 05:46:48+00:00","116666827.0","Mobily1100","رعاية العملاء","2010-02-23 06:49:32+00:00","الاسعار شامله الضريبه ولمزيد المعلومات دمت بود","46","neutral","0","0"
"2547","2547","6122","1497447333591756806","フォローバックありがとうございます。
#followme #sougofollow #followback #相互フォロー 2612","0.0","1.0","Twitter Web App","2022-02-26 05:44:00+00:00","1.0673793987209462e+18","Gemini_mobily","Gemini mobily #⃣相互フォロー","2018-11-27 11:27:34+00:00","フォローバックありがとうございます     相互フォロー 2612","33","neutral","0","0"
"2548","2548","6123","1497447091341197312","@HrubantJan @Vasekpasek32 @kalousekm To by nešlo, Putin vojákům zabavil mobily.","0.0","0.0","Twitter for Android","2022-02-26 05:43:02+00:00","113905191.0","rrrdd","Richard Dufek","2010-02-13 12:19:31+00:00","neš   vojáků","15","neutral","0","0"
"2549","2549","6124","1497446269324824578","@Mobily السلام عليكم لو اخرج اربع شرائح متعددة غير الرئسية كم الرسوم لكل شرائح في مفوتر ٤٠٠","0.0","0.0","Twitter for iPhone","2022-02-26 05:39:46+00:00","8.732987529828762e+17","Hussain0s0","حيسوني","2017-06-09 22:00:22+00:00","اخرج اربع شرائح متعدده الرئسيه الرسوم لكل شرائح مفوتر ٤٠٠","57","neutral","0","0"
"2550","2550","6125","1497443435204198405","@id7iman اخي الكريم وعليكم السلام  و رحمة الله وبركاته .. يشرفنا إنتقالك لموبايلي للحصول على إحدى الباقات المفوترة او مسبقة الدفع وللإطلاع على مميزاتها والعروض والأسعار تفضل بزيارة متجرنا الإلكتروني
👈 https://t.co/ak1FxDMI1q  وتستغرق عملية التحويل يتبع","0.0","0.0","Sprinklr Publishing","2022-02-26 05:28:30+00:00","116666827.0","Mobily1100","رعاية العملاء","2010-02-23 06:49:32+00:00","اخي الكريم وعليكم رحمه الله يشرفنا انتقالك لموبايلي للحصول الباقات المفوتره مسبقه الدفع وللاطلاع مميزاتها والعروض والاسعار تفضل بزياره متجرنا الالكتروني وتستغرق عمليه التحويل يتبع","179","neutral","0","1"
"2551","2551","6126","1497436046430199808","@Mobily عندي مشكلة  قبل يومين اشتركت بباقة١٥٠  والحين  ماعندي نت وش المشكله؟؟ اتمنى تنحل المشكله بسرعه لانس محتاجه النت حاليا","0.0","0.0","Twitter for iPhone","2022-02-26 04:59:09+00:00","900847705.0","aJgggwC","SṂILeツ","2012-10-24 00:11:47+00:00","عندي مشكله يومين اشتركت بباقه١٥٠ والحين ماعندي نت وش المشكله اتمني تنحل المشكله بسرعه لانس محتاجه النت","102","neutral","0","0"
"2552","2552","6127","1497434606206914560","@KlasaPetr @artur_novy @ilblog Jo, on měl ve třicátých letech každý televizi, někteří to sledovali na pevné lince, když mobily ještě nebyly... nebo?","0.0","0.0","Twitter for Android","2022-02-26 04:53:25+00:00","1.2265605971704914e+18","martin_simak","Seppo Metsälä","2020-02-09 17:36:58+00:00","mě   třicátý   každý  někteří    pevné  když  ještě","54","neutral","0","0"
"2553","2553","6129","1497432657357066247","@Mobily اشرائح اضافيه ٤ فيهن نت  لا محدود  ولا  لا","0.0","0.0","Twitter for Android","2022-02-26 04:45:41+00:00","1.367980655351632e+18","MTLK509","مطلق","2021-03-05 23:29:56+00:00","اشرائح اضافيه فيهن نت محدود","27","neutral","0","0"
"2554","2554","6130","1497431982309056512","フォローバックいただきありがとうございます。
#followme #sougofollow #followback #相互フォロー 2611","0.0","0.0","Twitter Web App","2022-02-26 04:43:00+00:00","1.0673793987209462e+18","Gemini_mobily","Gemini mobily #⃣相互フォロー","2018-11-27 11:27:34+00:00","フォローバックいただきありがとうございます     相互フォロー 2611","37","neutral","0","0"
"2555","2555","6131","1497428437820223489","@AlsalimiSalah @Mobily السلام عليكم ورحمة الله وبركاته 
تواصل معي واتس اب طال عمرك +966547026514","0.0","0.0","Twitter for Android","2022-02-26 04:28:55+00:00","1.4721095175633838e+18","trkamt2","مؤسسة الدوسري للخدمات العامة","2021-12-18 07:40:54+00:00","ورحمه الله تواصل معي واتس اب طال عمرك 966547026514","50","positive","0","0"
"2556","2556","6132","1497418969585758211","@abdallahsg @DGASaudi @MCgovSA @UNESCWA @stc @Mobily @CITC_withU - بلاغ هروب /
✅ الغاء بلاغ هروب اقامة منتهية
- نقل🇸🇦 - تجديد🇸🇦 - ازالة بصمة🇸🇦 - تصفير مقابل مالي🇸🇦 - اصدار كرت عمل - تعديل من مهني الا فردي 🇸🇦- الغاء خروج نهائي - تعديل رسوم من 650 الى 750🇸🇦 - اصدار تأشيرات 
ضريبة 🇸🇦/ مخالفات /زكاة 

(لتواصل خـاص)","0.0","0.0","Twitter for Android","2022-02-26 03:51:17+00:00","1.4707000121369723e+18","abwmtb64778929","خدمات ابو متعب للتعقيب 🇸🇦","2021-12-14 10:19:49+00:00","بلاغ هروب الغاء بلاغ هروب اقامه منتهيه نقل تجديد ازاله بصمه تصفير مالي اصدار كرت عمل تعديل مهني فردي الغاء خروج نهائي تعديل رسوم 650 750 اصدار تاشيرات ضريبه مخالفات زكاه لتواصل خـاص","181","neutral","0","0"
"2557","2557","6133","1497418180754608130","@my3abod @Mobily انشهد انك صادق مانقول غير حسبنا الله ونعم الوكيل","0.0","0.0","Twitter for Android","2022-02-26 03:48:09+00:00","1.1050052220558254e+18","TJDcnAO5Ynm64XM","أميره بذاتها 👑","2019-03-11 07:19:09+00:00","انشهد انك صادق مانقول حسبنا الله ونعم الوكيل","44","negative","0","0"
"2558","2558","6134","1497416882973982726","フォローバックありがとうございます。
#followme #sougofollow #followback #相互フォロー 2610","1.0","0.0","Twitter Web App","2022-02-26 03:43:00+00:00","1.0673793987209462e+18","Gemini_mobily","Gemini mobily #⃣相互フォロー","2018-11-27 11:27:34+00:00","フォローバックありがとうございます     相互フォロー 2610","33","neutral","0","0"
